,Age,Annual_Premium,Vintage
2204,-2.0823015427077722,-2.065480492519584,-2.1013684788669478
4594,-2.0931936280054435,-2.0654799420466654,-2.1358834730232514
3704,-2.1265708834896353,-2.0654782926844044,-2.1026749128784568
4604,-2.108208242346419,-2.0654763664982108,-2.193826278040363
3923,-2.0750465822331217,-2.0654760983313176,-2.1102082539411056
260,-2.108208242346419,-2.065473909460322,-2.211207244597394
1894,-2.1265708834896353,-2.065473084504972,-2.113857149102256
3418,-2.0931936280054435,-2.0654690045440516,-2.199491209180743
1095,-2.1200410638797687,-2.065464667917049,-2.1651218257732756
652,-2.13350993876291,-2.065464392810509,-2.207244684655808
4928,-2.0976316483219035,-2.0654598154224884,-2.1345383537448077
4279,-2.0894436780309738,-2.0654598154224884,-2.1366876137990287
201,-2.108208242346419,-2.0654598154224884,-2.1326696118561115
3886,-2.1476399647288504,-2.0654571315839805,-2.1465630983586097
15,-2.0710404781642575,-2.0654568595119533,-2.07209368212641
5880,-2.1730285420037605,-2.0654568595119533,-2.07409850943412
1494,-2.1822942578411313,-2.065456060447132,-2.16676130160124
1712,-2.1265708834896353,-2.065455788807223,-2.0765770279789466
2069,-2.1200410638797687,-2.0654544563113015,-2.072679225328632
3978,-2.132723162051314,-2.0654520521306408,-2.1313588553956153
1080,-2.1139202574682576,-2.065450987591528,-2.16676130160124
3556,-2.102904797196948,-2.06544992442264,-2.0750982508347535
589,-2.1139202574682576,-2.0654493933520603,-2.083450766891313
5008,-2.0823015427077722,-2.0654491314625885,-2.1149594114499672
5378,-2.0714699221744732,-2.0654488626240886,-2.158706878528883
1997,-2.13350993876291,-2.0654488626240886,-2.1326696118561115
2605,-2.1265708834896353,-2.065448332238545,-2.101744035510566
5118,-2.1476399647288504,-2.065448332238545,-2.092446865382274
5899,-2.296986535885323,-2.0654478021954956,-2.072061619792671
1765,-2.1200410638797687,-2.065447011116542,-2.175872680576817
2515,-2.0894436780309738,-2.065445952999272,-2.0775759067502806
229,-2.139980551999801,-2.065445952999272,-2.1422450039397694
5503,-2.13350993876291,-2.065445952999272,-2.0781588886090328
5466,-2.071434191771389,-2.065445685449352,-2.1106360611965487
1441,-2.13350993876291,-2.0654448962524645,-2.079035471498517
5169,-2.1265708834896353,-2.0654441014860163,-2.089916957687193
1449,-2.1139202574682576,-2.0654438408762177,-2.2123955326779834
4706,-2.296986535885323,-2.0654417342352422,-2.076951080210761
1350,-2.1265708834896353,-2.065441208431424,-2.0961179648707224
4872,-2.1200410638797687,-2.0654409428086895,-2.090211134379458
3509,-2.132723162051314,-2.065440682970382,-2.078590042263918
5961,-2.1200410638797687,-2.065438584552342,-2.1684150737766705
1926,-2.140858452685774,-2.0654333624908388,-2.0952928606617496
5145,-2.1265708834896353,-2.0654333624908388,-2.0913815342082733
2649,-2.0751594205352744,-2.065431540765812,-2.085494155770504
5040,-2.0710404781642575,-2.0654302457000115,-2.0809599462051755
847,-2.071434191771389,-2.0654284314148432,-2.0846297836458314
217,-2.0980097013296524,-2.0654284314148432,-2.0749208925583966
5729,-2.0710523185687153,-2.065427914388649,-2.0718620802217584
1280,-2.139980551999801,-2.065427141243279,-2.1386165765836482
1636,-2.1200410638797687,-2.065425078458321,-2.1465630983586097
6,-2.077060443553136,-2.065421224218828,-2.07209368212641
3790,-2.113364963443682,-2.0654207119882395,-2.167432046829661
941,-2.1200410638797687,-2.065417901880811,-2.0733200743932665
1094,-2.0750465822331217,-2.065416626475016,-2.1106360611965487
3278,-2.1139202574682576,-2.065414591939356,-2.072940496544798
547,-2.1139202574682576,-2.065414591939356,-2.0718620802217584
5176,-2.1265708834896353,-2.0654143387746844,-2.150120569431185
1049,-2.1476399647288504,-2.065414084161973,-2.201408123568828
3706,-2.077060443553136,-2.065414084161973,-2.076951080210761
3845,-2.212497554757923,-2.065412056477455,-2.119037096655995
2178,-2.2463065529977113,-2.065411803977679,-2.0804574136580625
3080,-2.108208242346419,-2.0654102872110096,-2.0812640574572354
2024,-2.102473005953386,-2.0654100342732837,-2.1287802069423654
4059,-2.212497554757923,-2.06540676008028,-2.0733200743932665
1236,-2.108208242346419,-2.0654065086044335,-2.205284860880476
109,-2.13350993876291,-2.065406257575092,-2.207244684655808
194,-2.1265708834896353,-2.0654060063079696,-2.1206849821018716
4569,-2.0722332513491457,-2.0654055043534774,-2.092446865382274
2981,-2.071434191771389,-2.065405253592302,-2.1657868072055146
562,-2.13350993876291,-2.065405002741925,-2.1811086227985106
5630,-2.1200410638797687,-2.065405002741925,-2.1634966459201825
595,-2.077060443553136,-2.0654040005463417,-2.124291740822744
5660,-2.089159139414817,-2.065402249866813,-2.203339340660654
2990,-2.13350993876291,-2.065397519672243,-2.0754093757976753
3911,-2.072293499282851,-2.065396775072453,-2.0762172508952004
1632,-2.0750465822331217,-2.0653955372038935,-2.145699395618945
41,-2.108208242346419,-2.0653918339616046,-2.0794951764089182
2244,-2.102904797196948,-2.065389376254573,-2.1724535384710864
4650,-2.089159139414817,-2.0653886417250655,-2.154045761788601
1362,-2.113364963443682,-2.0653837574889033,-2.072182242225394
161,-2.13350993876291,-2.065383270949245,-2.0906421065493204
5664,-2.108208242346419,-2.0653815691526622,-2.1061366415095355
2173,-2.0894436780309738,-2.0653791474207983,-2.0916873433253818
1535,-2.0857723126783307,-2.0653789075074256,-2.0961179648707224
2408,-2.140858452685774,-2.0653789075074256,-2.1386165765836482
3629,-2.108208242346419,-2.0653786641021936,-2.0777420104411854
5418,-2.1265708834896353,-2.0653769771060775,-2.126258709139809
2956,-2.2233668074848323,-2.065376734254669,-2.1821599654218327
5524,-2.113364963443682,-2.06537529046608,-2.1287802069423654
2210,-2.1557012195321574,-2.0653748098885947,-2.2123955326779834
5596,-2.0857723126783307,-2.0653745718119163,-2.1875502362887707
4909,-2.079478830948788,-2.06537432965363,-2.2025535691166587
1766,-2.0894436780309738,-2.06537432965363,-2.1741559611732546
3017,-2.1265708834896353,-2.06537337021187,-2.1358834730232514
774,-2.0750465822331217,-2.065370977602927,-2.1202049836080628
2828,-2.108208242346419,-2.065370977602927,-2.16676130160124
3807,-2.1200410638797687,-2.065370263863163,-2.140004561471401
4027,-2.1200410638797687,-2.0653697869147054,-2.0734045979711544
5097,-2.0980097013296524,-2.065369546148829,-2.074632490131754
5511,-2.102473005953386,-2.0653693103088484,-2.073123148178577
1888,-2.2346365276931826,-2.065366692491687,-2.0794951764089182
5857,-2.1258679774378892,-2.065366457868236,-2.116744178727463
1160,-2.13350993876291,-2.065366457868236,-2.1202049836080628
4527,-2.0722332513491457,-2.065364796906082,-2.152520643581693
1156,-2.0751594205352744,-2.0653636177593286,-2.116744178727463
3703,-2.1200410638797687,-2.0653614928219524,-2.2225951626484237
518,-2.079478830948788,-2.065360551881514,-2.1353339907516995
5014,-2.1200410638797687,-2.065360081925296,-2.133207522402267
3612,-2.1077175080663837,-2.065359850129929,-2.124291740822744
4923,-2.108208242346419,-2.065359850129929,-2.204493351196029
1498,-2.108208242346419,-2.0653579745365134,-2.1968200477853985
654,-2.258376723232815,-2.065357737283148,-2.0733200743932665
5019,-2.108208242346419,-2.065354003672083,-2.08524070801463
5801,-2.1200410638797687,-2.065353309531477,-2.1267676745115223
3319,-2.1265708834896353,-2.0653519167095817,-2.072940496544798
5914,-2.0823015427077722,-2.0653514531207593,-2.0952928606617496
2949,-2.108208242346419,-2.0653509898745055,-2.094482036342721
1935,-2.1139202574682576,-2.065350064409537,-2.193826278040363
5681,-2.102904797196948,-2.06534960219079,-2.1657868072055146
1189,-2.113364963443682,-2.065348905760424,-2.1183519010522263
3609,-2.1265708834896353,-2.065348444369559,-2.0784122882244267
5820,-2.0894436780309738,-2.0653479833214616,-2.155585173447503
5018,-2.1139202574682576,-2.0653470622528998,-2.08524070801463
2798,-2.13350993876291,-2.065346602232629,-2.1793490110059173
3060,-2.13350993876291,-2.065346602232629,-2.1123297594154957
2215,-2.102904797196948,-2.0653445403939754,-2.079035471498517
334,-2.0710523185687153,-2.0653417968839483,-2.0794951764089182
45,-2.2020289340801282,-2.065341564622183,-2.0718821840003416
2939,-2.0710404781642575,-2.065341108713249,-2.1358834730232514
1120,-2.0823015427077722,-2.065339974728343,-2.1178834951179892
1292,-2.13350993876291,-2.0653395200456623,-2.108143881945206
179,-2.1139202574682576,-2.065339065705815,-2.1237943596647932
2654,-2.108208242346419,-2.0653381580533496,-2.1358834730232514
1373,-2.1557012195321574,-2.065337926944429,-2.0969573491629374
1055,-2.093522734717049,-2.065337704741137,-2.209218812417009
1570,-2.1139202574682576,-2.0653374737765153,-2.215227023964519
5667,-2.212497554757923,-2.0653370209512305,-2.071959384626992
2882,-2.077060443553136,-2.0653361163282726,-2.1793490110059173
4386,-2.13350993876291,-2.0653361163282726,-2.1149594114499672
1397,-2.1200410638797687,-2.06533521307598,-2.1339946568732246
5465,-2.0772021904914224,-2.0653349920605857,-2.0840331366520113
4153,-2.13350993876291,-2.0653340905740896,-2.0892060874511396
4969,-2.13350993876291,-2.0653334106828583,-2.0921352408380267
1161,-2.1822942578411313,-2.065332960941224,-2.071913647207345
3426,-2.1139202574682576,-2.065332062485507,-2.1684150737766705
2265,-2.0980097013296524,-2.0653313943359555,-2.0720193962639195
993,-2.3693248426620643,-2.0653300508414256,-2.1919665702836513
2113,-2.1139202574682576,-2.0653296036950204,-2.176898393124671
215,-2.102904797196948,-2.0653280363948907,-2.07885189274072
1881,-2.1476399647288504,-2.0653280363948907,-2.126258709139809
896,-2.140858452685774,-2.0653260388554058,-2.1305887223476825
2906,-2.0980097013296524,-2.065321828748581,-2.2193040262840187
2065,-2.0750465822331217,-2.065321613635498,-2.08232885851831
791,-2.1258679774378892,-2.065319413871179,-2.180391808682818
5237,-2.1265708834896353,-2.065318750108056,-2.1123297594154957
2022,-2.1258679774378892,-2.0653165613573785,-2.155585173447503
4318,-2.1077175080663837,-2.0653165613573785,-2.2225951626484237
5136,-2.073437450045076,-2.065316124635136,-2.1160759573920727
5817,-2.0894436780309738,-2.0653156882555033,-2.1919665702836513
5875,-2.108208242346419,-2.0653156882555033,-2.1145084003375993
4467,-2.1139202574682576,-2.065315040034057,-2.090211134379458
5494,-2.0894436780309738,-2.065313946163191,-2.2006280914766903
2262,-2.108208242346419,-2.0653137345626567,-2.1326696118561115
1349,-2.0714699221744732,-2.0653133000905592,-2.1112618648715467
692,-2.1200410638797687,-2.0653133000905592,-2.073013362834014
248,-2.1200410638797687,-2.065312865960961,-2.083450766891313
4152,-2.073437450045076,-2.065312643191443,-2.0809599462051755
2455,-2.0825084208381712,-2.065312432174175,-2.097811013735053
1051,-2.1139202574682576,-2.0653100464986176,-2.16676130160124
1092,-2.0714699221744732,-2.065309614915681,-2.105553231054693
898,-2.0894436780309738,-2.065308974210555,-2.1386165765836482
2421,-2.1258679774378892,-2.065308113145144,-2.149513286134579
5540,-2.1200410638797687,-2.0653076831262487,-2.0733200743932665
1033,-2.1200410638797687,-2.065307253450018,-2.207244684655808
4332,-2.0735232612671703,-2.0653070326126874,-2.083686752628588
3657,-2.1077175080663837,-2.06530639512503,-2.1821599654218327
1391,-2.108208242346419,-2.065305538170093,-2.0812640574572354
3183,-2.1077175080663837,-2.065305110206828,-2.0892060874511396
2068,-2.1200410638797687,-2.0653048901154287,-2.0784122882244267
1102,-2.0710404781642575,-2.0653048901154287,-2.0906421065493204
597,-2.13350993876291,-2.06530446264403,-2.094482036342721
960,-2.0823015427077722,-2.06530446264403,-2.082553200856034
2531,-2.0976316483219035,-2.065298936691586,-2.138055526325922
1224,-2.0751594205352744,-2.0652985140165745,-2.090211134379458
4837,-2.0976316483219035,-2.06529830937738,-2.0718734396568665
2811,-2.108208242346419,-2.0652976696947087,-2.1811086227985106
5204,-2.085528378499407,-2.0652951449511336,-2.156215548867679
2539,-2.073437450045076,-2.0652949418476974,-2.139437728646553
5993,-2.1077175080663837,-2.0652941033907153,-2.076074451268936
4528,-2.108208242346419,-2.0652941033907153,-2.1178834951179892
4308,-2.102904797196948,-2.065293050420503,-2.1828825328262083
3697,-2.1822942578411313,-2.065292215006388,-2.084274943482952
3494,-2.0722332513491457,-2.0652911795820996,-2.0726180168329202
622,-2.0894436780309738,-2.0652911795820996,-2.0735312752395307
2652,-2.0772021904914224,-2.065290548289817,-2.1287802069423654
3462,-2.071434191771389,-2.065290132467122,-2.2164324615393136
1654,-2.071434191771389,-2.065289301849764,-2.1206849821018716
3019,-2.0714699221744732,-2.0652888870549893,-2.1237943596647932
5683,-2.089159139414817,-2.065287858639725,-2.0999251225698297
4489,-2.191961112166097,-2.0652868182204935,-2.109590930813769
4299,-2.1641641375892045,-2.065285993084914,-2.117206787175811
5543,-2.13350993876291,-2.065285581031092,-2.1202049836080628
3515,-2.13350993876291,-2.0652851693198597,-2.126258709139809
224,-2.1139202574682576,-2.0652835259010542,-2.0724781886696357
5349,-2.1265708834896353,-2.065281282524965,-2.1811086227985106
2535,-2.1265708834896353,-2.065281282524965,-2.0793057732502644
1490,-2.1200410638797687,-2.0652810710515643,-2.1345383537448077
3111,-2.0857723126783307,-2.0652798482520742,-2.0755405218688514
5865,-2.1265708834896353,-2.065279034765406,-2.084274943482952
2841,-2.139980551999801,-2.065278222649451,-2.1846707414799296
1687,-2.108208242346419,-2.065277621997857,-2.0745188260702134
4979,-2.089159139414817,-2.0652772169854314,-2.0799691570945376
4723,-2.0710404781642575,-2.0652770070449114,-2.0781588886090328
4733,-2.079478830948788,-2.0652768123155,-2.072061619792671
2145,-2.0980097013296524,-2.0652766025285105,-2.071913647207345
4564,-2.1200410638797687,-2.0652764079882795,-2.0719931633697266
253,-2.1139202574682576,-2.0652764079882795,-2.079035471498517
4533,-2.108208242346419,-2.065275391035299,-2.0828826742252398
5375,-2.0714699221744732,-2.0652749878894694,-2.094811103908053
5870,-2.0751594205352744,-2.0652743914895426,-2.1793490110059173
756,-2.1200410638797687,-2.0652721754619483,-2.0748014009501317
3132,-2.1265708834896353,-2.065270783373326,-2.074632490131754
1736,-2.0894436780309738,-2.065267789851741,-2.2164324615393136
5391,-2.085528378499407,-2.065267203003832,-2.1065412331790982
724,-2.1194151825236576,-2.0652662053629696,-2.074250526124554
3425,-2.0714699221744732,-2.0652648315058935,-2.0762172508952004
1855,-2.0894436780309738,-2.0652644374552116,-2.1116954742152663
5327,-2.102904797196948,-2.0652628646778934,-2.104186530766584
1716,-2.1139202574682576,-2.065261688691616,-2.088792037912481
4603,-2.1200410638797687,-2.065261297381471,-2.072679225328632
515,-2.1265708834896353,-2.0652574031192605,-2.1793490110059173
3470,-2.0750465822331217,-2.065256039804635,-2.104579510439657
1028,-2.077060443553136,-2.065255267431932,-2.0916873433253818
2389,-2.1476399647288504,-2.065254111442239,-2.193826278040363
4296,-2.1200410638797687,-2.065254111442239,-2.2064474381511596
5112,-2.0894436780309738,-2.0652523917903762,-2.0721443505078474
4542,-2.0980097013296524,-2.065251808713625,-2.144254252264889
583,-2.0980097013296524,-2.065247817331767,-2.144254252264889
674,-2.0980097013296524,-2.065247438353416,-2.1422450039397694
5104,-2.1265708834896353,-2.0652468617811044,-2.0734045979711544
3088,-2.0750465822331217,-2.0652457284041565,-2.0750982508347535
3313,-2.093522734717049,-2.0652442220310254,-2.1422450039397694
4275,-2.0976316483219035,-2.06524384629438,-2.1345383537448077
5386,-2.212497554757923,-2.065243292201324,-2.213209981633475
3760,-2.1200410638797687,-2.065243095848886,-2.1116954742152663
1044,-2.0823015427077722,-2.0652417947862363,-2.119037096655995
3435,-2.108208242346419,-2.0652404800818713,-2.103620071118482
5453,-2.077060443553136,-2.065240107771289,-2.1160759573920727
802,-2.140858452685774,-2.0652397358031314,-2.1700831426753266
2284,-2.1200410638797687,-2.065239364178045,-2.1625392121557914
1470,-2.1200410638797687,-2.0652386219551433,-2.152520643581693
2427,-2.077060443553136,-2.0652384456417954,-2.0750982508347535
2410,-2.0894436780309738,-2.0652377051557655,-2.1625392121557914
3543,-2.071434191771389,-2.065237335426434,-2.193069216692259
2407,-2.1139202574682576,-2.0652369660397865,-2.154045761788601
98,-2.077060443553136,-2.0652369660397865,-2.213209981633475
4610,-2.108208242346419,-2.0652365969956703,-2.11561914722079
5821,-2.077060443553136,-2.0652354919186164,-2.07885189274072
760,-2.1476399647288504,-2.065235298911941,-2.0777420104411854
118,-2.0710404781642575,-2.0652341973978894,-2.109590930813769
475,-2.2020289340801282,-2.0652336569747574,-2.0981633306863516
2612,-2.079478830948788,-2.0652332910135405,-2.1386165765836482
2211,-2.0722332513491457,-2.0652330989671137,-2.0773394076704195
3489,-2.0750465822331217,-2.065230738877461,-2.1061366415095355
1564,-2.071434191771389,-2.0652305479539654,-2.159348793650392
5559,-2.108208242346419,-2.0652294598017233,-2.07885189274072
3759,-2.0823015427077722,-2.065229288050115,-2.158706878528883
4449,-2.108208242346419,-2.0652287360800203,-2.089916957687193
1737,-2.0857723126783307,-2.0652285646918793,-2.1313588553956153
5262,-2.1200410638797687,-2.0652285646918793,-2.07679662801785
3465,-2.085528378499407,-2.065228203526522,-2.0952928606617496
3375,-2.0750465822331217,-2.065228203526522,-2.0956277414479265
2101,-2.1077175080663837,-2.065227482223537,-2.158706878528883
1940,-2.0750465822331217,-2.065227122085898,-2.1657868072055146
4905,-2.0825084208381712,-2.065226043728301,-2.158706878528883
5902,-2.108208242346419,-2.065226043728301,-2.1202049836080628
2167,-2.1200410638797687,-2.0652256849610575,-2.159348793650392
3353,-2.191961112166097,-2.06522478010739,-2.083112838461413
2691,-2.085528378499407,-2.065223183180847,-2.127512314356138
2160,-2.079478830948788,-2.065221406471717,-2.086770476391684
4617,-2.1139202574682576,-2.0652203445568427,-2.075871748882876
512,-2.073437450045076,-2.065219452408189,-2.157138878909472
1375,-2.072293499282851,-2.0652190999693056,-2.1358834730232514
5334,-2.077060443553136,-2.0652173429130807,-2.071959384626992
4087,-2.0931936280054435,-2.065216827107151,-2.139437728646553
1811,-2.1139202574682576,-2.065216292790919,-2.185739178820076
466,-2.1139202574682576,-2.065214733080297,-2.1846707414799296
1826,-2.102904797196948,-2.065214549439374,-2.0969573491629374
4057,-2.1557012195321574,-2.065214549439374,-2.1821599654218327
405,-2.0823015427077722,-2.065214037811683,-2.078590042263918
3853,-2.0894436780309738,-2.0652136906914373,-2.0757347759156923
345,-2.079478830948788,-2.0652135075398013,-2.07209368212641
5325,-2.0931936280054435,-2.065212305635108,-2.189375594815039
563,-2.1641641375892045,-2.0652116151623963,-2.143670077555778
2494,-2.13350993876291,-2.0652116151623963,-2.073756750771465
1638,-2.140858452685774,-2.0652112704400123,-2.104579510439657
5636,-2.0735232612671703,-2.065210238327782,-2.1051544450411575
4598,-2.0980097013296524,-2.065209370776258,-2.107133120400257
171,-2.0980097013296524,-2.065209370776258,-2.0718734396568665
4631,-2.1194151825236576,-2.065209209298607,-2.08232885851831
4460,-2.1194151825236576,-2.0652090282730518,-2.159348793650392
259,-2.0980097013296524,-2.065208183352623,-2.0799691570945376
2375,-2.0857723126783307,-2.065208183352623,-2.0718734396568665
4090,-2.0825084208381712,-2.065207842055652,-2.072182242225394
5749,-2.0894436780309738,-2.0652075011012316,-2.0726180168329202
4486,-2.089159139414817,-2.065207320895735,-2.151009818478646
2893,-2.108208242346419,-2.065206820220273,-2.1684150737766705
5592,-2.2463065529977113,-2.065206640342841,-2.1061366415095355
2676,-2.0823015427077722,-2.0652063005803187,-2.0775759067502806
3461,-2.108208242346419,-2.0652051240123717,-2.104186530766584
4718,-2.1139202574682576,-2.0652051240123717,-2.081789319638692
685,-2.13350993876291,-2.065204944956778,-2.2025535691166587
3529,-2.073437450045076,-2.0652047857984046,-2.124291740822744
2354,-2.1200410638797687,-2.0652042692007777,-2.22052662062612
5130,-2.0710523185687153,-2.065203931836554,-2.0718734396568665
2710,-2.0823015427077722,-2.06520309986728,-2.0724781886696357
54,-2.212497554757923,-2.0652027637088546,-2.0724021851950676
2227,-2.1200410638797687,-2.0652022501548037,-2.0771791295899495
5689,-2.1641641375892045,-2.0652015798804415,-2.144254252264889
5959,-2.093522734717049,-2.065200753951399,-2.197588597075163
3343,-2.1139202574682576,-2.0652002434431322,-2.0726180168329202
3449,-2.089159139414817,-2.0651997536972813,-2.1116954742152663
227,-2.1265708834896353,-2.0651997536972813,-2.094811103908053
3,-2.089159139414817,-2.065199420964226,-2.1127691701044826
3482,-2.108208242346419,-2.065198912487401,-2.087430052675333
1514,-2.108208242346419,-2.065198912487401,-2.0718821840003416
5105,-2.108208242346419,-2.0651969263321197,-2.201408123568828
198,-2.0894436780309738,-2.065195783511066,-2.2193040262840187
2179,-2.296986535885323,-2.065195280624649,-2.081789319638692
5439,-2.0857723126783307,-2.0651926653083637,-2.154670365754062
5639,-2.1265708834896353,-2.065192512704015,-2.107133120400257
37,-2.089159139414817,-2.06519233993557,-2.2225951626484237
3725,-2.108208242346419,-2.0651921875075265,-2.126258709139809
5542,-2.108208242346419,-2.0651920149054126,-2.0892060874511396
1306,-2.108208242346419,-2.0651910418703325,-2.208415830421285
4522,-2.1641641375892045,-2.065190566662923,-2.1106360611965487
1816,-2.1265708834896353,-2.0651902435215677,-2.208415830421285
4355,-2.2020289340801282,-2.0651897492870974,-2.07409850943412
3318,-2.1822942578411313,-2.0651894269977165,-2.092903226616186
5191,-2.0796517854979326,-2.065188954382246,-2.072061619792671
688,-2.102904797196948,-2.065187350665563,-2.109590930813769
3898,-2.0710404781642575,-2.0651865418112285,-2.1516228763729535
3131,-2.212497554757923,-2.065185437510073,-2.073756750771465
263,-2.0714699221744732,-2.0651852684140204,-2.0840331366520113
746,-2.2233668074848323,-2.0651832210820116,-2.180391808682818
5815,-2.1200410638797687,-2.065181021439476,-2.149513286134579
1141,-2.0772021904914224,-2.06517883858223,-2.0773394076704195
5284,-2.093522734717049,-2.065177743147264,-2.107133120400257
5863,-2.2463065529977113,-2.0651775987717977,-2.089916957687193
1143,-2.1200410638797687,-2.0651772896755807,-2.122583614837878
1611,-2.108208242346419,-2.065177124949286,-2.092903226616186
1486,-2.38498949317441,-2.065176980921735,-2.081789319638692
1825,-2.073437450045076,-2.065176980921735,-2.083686752628588
5526,-2.0710404781642575,-2.065176816364583,-2.0885094956731516
4264,-2.0894436780309738,-2.0651766725107477,-2.0775759067502806
1966,-2.072293499282851,-2.0651766725107477,-2.217258372032906
1502,-2.13350993876291,-2.065176200222404,-2.1480310462075556
5584,-2.1265708834896353,-2.065176200222404,-2.0718620802217584
42,-2.0894436780309738,-2.06517605671607,-2.0871591468374655
2681,-2.113364963443682,-2.0651752785787503,-2.1451094422523225
660,-2.085528378499407,-2.0651751355934165,-2.1618857616722797
3249,-2.1265708834896353,-2.0651751355934165,-2.116744178727463
1068,-2.1265708834896353,-2.0651745232246244,-2.0981633306863516
3266,-2.1139202574682576,-2.065173140068409,-2.0973038546519183
1366,-2.4175146794609335,-2.065171481933535,-2.215227023964519
1527,-2.13350993876291,-2.0651698134702405,-2.096458658301306
1475,-2.1077175080663837,-2.0651692130881463,-2.217258372032906
2326,-2.102473005953386,-2.065168474898905,-2.072839156894843
5356,-2.093522734717049,-2.065168176079582,-2.0892060874511396
3360,-2.140858452685774,-2.065167122542708,-2.1949374808765656
3891,-2.108208242346419,-2.0651669842277522,-2.101744035510566
1081,-2.4175146794609335,-2.065166825263902,-2.1213871562443414
1996,-2.108208242346419,-2.0651662317338237,-2.073013362834014
968,-2.102904797196948,-2.0651660939356793,-2.0804574136580625
5039,-2.1730285420037605,-2.0651653440084266,-2.126258709139809
2250,-2.1265708834896353,-2.065164616967027,-2.1102082539411056
3793,-2.089159139414817,-2.0651632846403674,-2.1657868072055146
3477,-2.0751594205352744,-2.065163148562319,-2.138055526325922
5363,-2.1822942578411313,-2.065162855908901,-2.086125177470641
846,-2.1139202574682576,-2.065160951633552,-2.079035471498517
5619,-2.354059001162933,-2.065159793352552,-2.0814767548451103
168,-2.13350993876291,-2.0651593707900817,-2.07409850943412
1199,-2.102473005953386,-2.0651590825900508,-2.151009818478646
25,-2.079478830948788,-2.0651585072178813,-2.073013362834014
1420,-2.1557012195321574,-2.0651582200455616,-2.0865053894605223
2559,-2.1077175080663837,-2.065157493235742,-2.154045761788601
1550,-2.0714699221744732,-2.065157360584233,-2.0799691570945376
3667,-2.0857723126783307,-2.065156351399888,-2.0807530718483553
2695,-2.1139202574682576,-2.0651562194318904,-2.1741559611732546
4930,-2.0980097013296524,-2.065155215045734,-2.127512314356138
3057,-2.073437450045076,-2.065155215045734,-2.1625392121557914
3352,-2.270846880486604,-2.0651543663775174,-2.1313588553956153
5444,-2.089159139414817,-2.0651532396165253,-2.089916957687193
5178,-2.1476399647288504,-2.0651532396165253,-2.1075435170318384
3037,-2.073437450045076,-2.0651519889249608,-2.1968200477853985
4055,-2.1139202574682576,-2.0651517096316505,-2.0726180168329202
218,-2.1265708834896353,-2.0651505958842256,-2.1061366415095355
1799,-2.079478830948788,-2.0651505958842256,-2.2025535691166587
5383,-2.13350993876291,-2.0651503183037443,-2.076074451268936
5139,-2.089159139414817,-2.065150041065901,-2.204493351196029
3289,-2.38498949317441,-2.065148787388872,-2.2193040262840187
2054,-2.1139202574682576,-2.0651483848324554,-2.0755405218688514
3846,-2.102904797196948,-2.065148109992532,-2.197588597075163
1962,-2.1139202574682576,-2.0651478354949875,-2.0775759067502806
3592,-2.1265708834896353,-2.06514510936248,-2.138055526325922
5979,-2.0980097013296524,-2.0651448386331657,-2.164155862434355
1071,-2.0751594205352744,-2.065143345442663,-2.1085600828350453
881,-2.13350993876291,-2.0651430769427597,-2.170765412094437
3732,-2.1265708834896353,-2.0651428087855317,-2.176898393124671
4330,-2.1265708834896353,-2.0651420063689594,-2.158706878528883
83,-2.0751594205352744,-2.065141883221762,-2.209218812417009
482,-2.1139202574682576,-2.065140675860566,-2.1846707414799296
4751,-2.113364963443682,-2.065140410786399,-2.170765412094437
5103,-2.1200410638797687,-2.065139617620372,-2.2184723870764307
5738,-2.0931936280054435,-2.065138969260569,-2.0828826742252398
1385,-2.212497554757923,-2.0651387064103757,-2.089916957687193
2103,-2.191961112166097,-2.0651385648620435,-2.215227023964519
5935,-2.1822942578411313,-2.065138302528953,-2.076074451268936
5475,-2.1557012195321574,-2.065137517585387,-2.0794951764089182
3047,-2.132723162051314,-2.065137256622889,-2.0765770279789466
771,-2.1139202574682576,-2.0651363561741904,-2.105553231054693
2357,-2.093522734717049,-2.065135578928289,-2.1875502362887707
4845,-2.1557012195321574,-2.065135578928289,-2.205284860880476
3052,-2.072293499282851,-2.0651346658397527,-2.0754093757976753
1403,-2.0980097013296524,-2.0651323634276517,-2.193069216692259
1678,-2.38498949317441,-2.0651322464898287,-2.0719389812176923
1539,-2.108208242346419,-2.0651317389453974,-2.167432046829661
4210,-2.113364963443682,-2.065131602123711,-2.154045761788601
1467,-2.077060443553136,-2.0651305918485674,-2.089494447165431
2125,-2.0750465822331217,-2.065130340136119,-2.154045761788601
4303,-2.1200410638797687,-2.0651297224707497,-2.0724781886696357
3570,-2.339192107322954,-2.065129471952983,-2.211207244597394
1339,-2.077060443553136,-2.0651289719449677,-2.188290056245161
5774,-2.0823015427077722,-2.0651275939124814,-2.1717655086760788
5282,-2.0751594205352744,-2.065127480142853,-2.203339340660654
5347,-2.0980097013296524,-2.065126492459517,-2.076951080210761
5246,-2.0710523185687153,-2.065126000673078,-2.0956277414479265
287,-2.0710404781642575,-2.065125622696949,-2.1465630983586097
3152,-2.108208242346419,-2.06512526556292,-2.0828826742252398
4880,-2.1139202574682576,-2.0651247772022847,-2.07679662801785
16,-2.1265708834896353,-2.065124047230513,-2.1116954742152663
2302,-2.0710404781642575,-2.065122837462284,-2.0793057732502644
5093,-2.1139202574682576,-2.065120552578551,-2.127512314356138
