Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,31,1,28,0,1-2 Year,Yes,33727,156,59,1
Male,46,1,28,0,1-2 Year,Yes,44956,56,206,1
Female,44,1,8,0,1-2 Year,Yes,35448,124,178,1
Female,35,1,28,0,> 2 Years,Yes,2630,122,116,1
Male,35,1,8,0,1-2 Year,Yes,27512,124,105,1
Female,52,1,28,0,1-2 Year,Yes,50001,3,42,1
Female,43,1,28,0,1-2 Year,Yes,36418,26,236,1
Female,66,1,0,0,1-2 Year,Yes,2630,25,144,1
Male,31,1,8,0,1-2 Year,Yes,2630,124,187,1
Female,38,1,28,0,1-2 Year,Yes,46970,124,101,1
Male,23,1,28,1,< 1 Year,Yes,37201,152,28,1
Male,45,1,28,0,1-2 Year,Yes,38326,26,148,1
Male,65,1,31,0,1-2 Year,Yes,2630,9,285,1
Male,24,1,28,0,< 1 Year,Yes,27138,152,28,1
Male,24,1,41,0,< 1 Year,Yes,37149,154,283,1
Female,48,1,28,0,1-2 Year,Yes,30375,124,218,1
Male,32,1,28,0,< 1 Year,Yes,2630,156,61,1
Male,47,1,28,0,> 2 Years,Yes,2630,26,55,1
Male,23,1,11,0,< 1 Year,Yes,32551,124,111,1
Male,39,1,28,0,1-2 Year,Yes,27801,124,99,1
Female,23,1,11,0,< 1 Year,No,2630,152,171,1
Male,40,1,2,0,1-2 Year,Yes,2630,156,22,1
Male,46,1,28,0,> 2 Years,Yes,77163,124,271,1
Male,28,1,8,0,< 1 Year,Yes,27874,152,43,1
Male,48,1,28,0,1-2 Year,Yes,40052,26,137,1
Female,46,1,28,0,1-2 Year,Yes,36035,26,234,1
Male,31,1,30,0,< 1 Year,Yes,32117,26,270,1
Male,69,1,28,0,1-2 Year,Yes,72000,26,103,1
Female,32,1,28,0,1-2 Year,Yes,2630,26,43,1
Male,47,1,8,0,> 2 Years,Yes,55769,124,203,1
Male,52,1,28,0,> 2 Years,Yes,49589,26,289,1
Female,49,1,28,0,1-2 Year,Yes,38511,26,92,1
Female,30,1,28,0,1-2 Year,Yes,26993,155,60,1
Male,35,1,28,0,1-2 Year,Yes,37714,154,22,1
Male,29,1,8,0,1-2 Year,Yes,2630,156,271,1
Female,27,1,46,0,< 1 Year,Yes,40528,124,236,1
Male,48,1,28,0,1-2 Year,Yes,45541,26,214,1
Male,46,1,48,0,1-2 Year,Yes,2630,124,168,1
Male,44,1,28,0,1-2 Year,Yes,46963,29,229,1
Female,40,1,28,0,1-2 Year,Yes,25032,122,137,1
Female,48,1,45,0,1-2 Year,Yes,33683,26,115,1
Female,41,1,28,0,1-2 Year,Yes,67739,26,81,1
Male,27,1,46,0,< 1 Year,Yes,42018,154,151,1
Male,25,1,49,0,< 1 Year,Yes,34464,152,238,1
Male,45,1,30,0,1-2 Year,Yes,40104,26,138,1
Female,69,1,28,0,1-2 Year,Yes,50512,125,144,1
Female,51,1,28,0,> 2 Years,Yes,45898,3,242,1
Female,42,1,28,0,1-2 Year,Yes,35989,26,187,1
Female,34,1,46,0,1-2 Year,No,19185,26,275,1
Male,45,1,50,0,> 2 Years,Yes,31910,26,262,1
Male,30,1,10,0,< 1 Year,Yes,31273,152,133,1
Male,31,1,8,0,1-2 Year,Yes,39508,154,137,1
Male,43,1,28,0,1-2 Year,Yes,41953,124,114,1
Female,46,1,8,0,1-2 Year,Yes,27781,91,230,1
Male,45,1,11,0,1-2 Year,Yes,30421,124,296,1
Male,43,1,9,0,1-2 Year,Yes,2630,26,295,1
Female,43,1,3,0,1-2 Year,Yes,22879,124,152,1
Female,46,1,41,0,1-2 Year,Yes,41806,157,21,1
Female,29,1,8,0,< 1 Year,Yes,41409,124,100,1
Female,37,1,28,0,1-2 Year,Yes,2630,124,239,1
Female,23,1,25,0,< 1 Year,Yes,2630,26,85,1
Male,59,1,28,0,1-2 Year,Yes,37780,26,206,1
Female,45,1,33,0,1-2 Year,Yes,38103,26,73,1
Male,43,1,36,0,1-2 Year,Yes,30864,124,100,1
Male,59,1,28,0,1-2 Year,Yes,52060,26,66,1
Male,26,1,33,0,1-2 Year,Yes,27488,154,293,1
Male,54,1,35,0,1-2 Year,No,30870,124,115,1
Female,35,1,28,1,1-2 Year,No,33283,124,173,1
Male,62,1,37,0,> 2 Years,Yes,2630,157,292,1
Male,32,1,15,0,1-2 Year,Yes,32162,157,239,1
Female,55,1,28,0,> 2 Years,Yes,49146,26,190,1
Male,45,1,28,0,> 2 Years,Yes,43685,26,58,1
Male,46,1,28,0,1-2 Year,Yes,34100,61,172,1
Male,35,1,41,0,1-2 Year,Yes,28188,26,170,1
Male,23,1,36,0,< 1 Year,Yes,43412,152,274,1
Male,47,1,46,0,1-2 Year,Yes,2630,157,283,1
Male,46,1,28,0,1-2 Year,Yes,28955,26,299,1
Female,38,1,15,0,1-2 Year,Yes,2630,157,75,1
Female,35,1,28,0,1-2 Year,Yes,52222,26,142,1
Male,66,1,28,0,1-2 Year,Yes,50381,55,184,1
Male,22,1,4,0,< 1 Year,Yes,39756,152,235,1
Male,39,1,28,0,1-2 Year,Yes,28139,124,35,1
Female,44,1,28,0,1-2 Year,Yes,31782,26,219,1
Female,39,1,8,0,1-2 Year,Yes,40199,154,34,1
Female,41,1,18,0,1-2 Year,Yes,2630,124,82,1
Female,29,1,46,0,1-2 Year,Yes,2630,157,49,1
Male,55,1,29,0,1-2 Year,Yes,26518,26,166,1
Female,46,1,28,0,1-2 Year,Yes,46009,26,59,1
Male,47,1,28,0,1-2 Year,Yes,39592,124,210,1
Female,58,1,28,0,> 2 Years,Yes,29672,124,259,1
Male,33,1,28,0,1-2 Year,Yes,33833,154,267,1
Female,54,1,28,0,1-2 Year,Yes,30753,26,91,1
Female,51,1,8,0,1-2 Year,Yes,38050,4,286,1
Male,63,1,28,0,> 2 Years,Yes,58735,26,99,1
Female,33,1,45,0,< 1 Year,Yes,43699,124,179,1
Male,42,1,28,0,1-2 Year,Yes,29827,26,37,1
Female,45,1,28,0,1-2 Year,Yes,59280,26,27,1
Female,38,1,28,0,1-2 Year,Yes,37425,124,172,1
Male,42,1,37,0,1-2 Year,Yes,32394,124,185,1
Male,69,1,28,0,> 2 Years,Yes,42813,122,100,1
Male,58,1,8,0,1-2 Year,Yes,92860,150,37,1
Male,47,1,28,0,1-2 Year,Yes,32793,26,266,1
Female,40,1,18,0,1-2 Year,Yes,2630,157,261,1
Male,49,1,15,0,1-2 Year,Yes,31118,26,76,1
Male,62,1,28,0,1-2 Year,Yes,36430,26,172,1
Male,24,1,41,0,< 1 Year,Yes,46884,124,282,1
Male,42,1,46,0,1-2 Year,Yes,72377,124,292,1
Female,56,1,28,0,1-2 Year,Yes,38101,26,250,1
Male,33,1,35,0,1-2 Year,Yes,2630,156,267,1
Male,47,1,6,0,1-2 Year,Yes,30326,124,45,1
Male,25,1,37,0,< 1 Year,Yes,30139,153,163,1
Male,34,1,15,0,1-2 Year,Yes,2630,124,220,1
Male,37,1,8,0,1-2 Year,Yes,42704,124,223,1
Female,36,1,8,0,1-2 Year,Yes,53774,26,252,1
Female,42,1,6,0,1-2 Year,Yes,2630,124,128,1
Female,24,1,41,0,< 1 Year,Yes,35510,152,249,1
Female,57,1,28,0,1-2 Year,Yes,36800,26,127,1
Male,51,1,28,0,1-2 Year,Yes,33457,26,136,1
Male,49,1,3,0,1-2 Year,Yes,22030,124,79,1
Male,42,1,11,0,> 2 Years,Yes,21302,12,256,1
Male,48,1,28,0,1-2 Year,Yes,44455,26,65,1
Female,41,1,28,0,1-2 Year,Yes,29697,124,117,1
Female,41,1,28,0,1-2 Year,Yes,73440,26,88,1
Male,41,1,29,0,1-2 Year,Yes,36314,26,208,1
Female,53,1,28,0,1-2 Year,Yes,52543,26,296,1
Female,39,1,33,0,1-2 Year,Yes,2630,124,81,1
Male,64,1,28,0,1-2 Year,Yes,50563,124,72,1
Male,53,1,28,0,> 2 Years,Yes,22473,60,278,1
Female,45,1,28,0,1-2 Year,Yes,40318,26,299,1
Male,73,1,28,0,1-2 Year,Yes,44139,122,96,1
Female,39,1,28,0,1-2 Year,Yes,47146,124,218,1
Female,45,1,28,0,1-2 Year,Yes,33823,26,265,1
Male,46,1,28,0,1-2 Year,Yes,41903,26,212,1
Male,63,1,28,0,1-2 Year,Yes,40770,124,237,1
Male,46,1,8,0,1-2 Year,Yes,29941,26,284,1
Male,63,1,48,0,1-2 Year,Yes,2630,124,235,1
Male,46,1,28,0,1-2 Year,Yes,29990,26,89,1
Male,53,1,29,0,1-2 Year,Yes,29269,26,39,1
Female,45,1,28,0,1-2 Year,Yes,28321,124,117,1
Male,42,1,28,0,1-2 Year,Yes,69856,26,112,1
Female,50,1,41,0,1-2 Year,Yes,36977,26,82,1
Female,56,1,28,0,1-2 Year,Yes,36814,122,215,1
Female,56,1,45,0,1-2 Year,Yes,2630,26,281,1
Male,65,1,28,0,1-2 Year,Yes,2630,150,246,1
Male,23,1,10,0,< 1 Year,Yes,2630,152,157,1
Male,38,1,28,0,1-2 Year,No,28751,150,192,1
Male,46,1,28,0,1-2 Year,Yes,43580,26,14,1
Male,38,1,28,0,1-2 Year,Yes,2630,124,110,1
Female,28,1,46,0,< 1 Year,Yes,37809,152,16,1
Male,28,1,28,0,1-2 Year,Yes,2630,157,151,1
Male,41,1,28,0,1-2 Year,Yes,28343,124,288,1
Male,58,1,4,0,1-2 Year,Yes,32472,26,45,1
Female,27,1,30,0,< 1 Year,No,24339,152,88,1
Female,29,1,28,0,< 1 Year,Yes,52489,26,56,1
Female,36,1,8,0,1-2 Year,Yes,40315,154,16,1
Female,34,1,3,0,1-2 Year,Yes,21337,26,75,1
Male,51,1,2,0,1-2 Year,Yes,38891,26,168,1
Male,37,1,46,0,1-2 Year,Yes,27648,26,287,1
Male,47,1,30,0,1-2 Year,Yes,33469,31,19,1
Female,52,1,28,0,> 2 Years,Yes,35323,26,37,1
Female,43,1,28,0,1-2 Year,Yes,2630,26,240,1
Male,43,1,24,0,1-2 Year,Yes,30665,154,237,1
Female,52,1,28,0,1-2 Year,Yes,47225,26,112,1
Male,54,1,28,0,1-2 Year,Yes,43701,26,188,1
Male,60,1,51,0,1-2 Year,Yes,60869,26,228,1
Female,40,1,28,0,1-2 Year,Yes,43912,26,170,1
Male,66,1,8,0,1-2 Year,Yes,33337,26,123,1
Male,49,1,50,0,> 2 Years,Yes,33373,26,290,1
Male,35,1,18,0,1-2 Year,Yes,20716,124,29,1
Female,43,1,11,0,1-2 Year,Yes,43578,26,75,1
Male,38,1,28,0,1-2 Year,Yes,25963,124,164,1
Male,71,1,23,0,1-2 Year,Yes,31360,26,36,1
Male,34,1,28,0,1-2 Year,Yes,47307,124,82,1
Female,23,1,27,0,< 1 Year,Yes,37524,152,84,1
Female,44,1,28,0,1-2 Year,Yes,45400,26,68,1
Male,35,1,36,0,1-2 Year,Yes,42179,124,22,1
Female,47,1,29,0,1-2 Year,Yes,34176,26,248,1
Female,30,1,3,0,1-2 Year,Yes,32589,154,238,1
Male,24,1,31,0,< 1 Year,Yes,2630,160,120,1
Male,56,1,28,0,> 2 Years,Yes,77626,26,254,1
Male,52,1,8,0,1-2 Year,Yes,32803,29,259,1
Female,42,1,8,0,1-2 Year,Yes,44423,124,55,1
Male,55,1,45,0,1-2 Year,Yes,2630,26,179,1
Male,49,1,33,0,1-2 Year,Yes,32149,124,80,1
Male,30,1,28,0,1-2 Year,Yes,51787,124,258,1
Male,40,1,46,0,1-2 Year,Yes,28917,29,274,1
Female,40,1,48,0,1-2 Year,Yes,2630,26,204,1
Male,64,1,28,0,1-2 Year,Yes,46160,26,297,1
Female,43,1,47,0,1-2 Year,Yes,2630,157,68,1
Male,77,1,28,0,1-2 Year,Yes,60266,26,97,1
Female,42,1,28,0,1-2 Year,Yes,37779,29,25,1
Female,21,1,28,0,< 1 Year,Yes,41171,152,139,1
Female,51,1,28,0,1-2 Year,Yes,42430,122,17,1
Female,38,1,28,0,1-2 Year,Yes,24051,26,195,1
Male,32,1,29,0,1-2 Year,Yes,29280,124,160,1
Male,36,1,18,0,1-2 Year,Yes,27800,26,292,1
Male,22,1,9,0,< 1 Year,Yes,30266,152,141,1
Male,43,1,8,0,1-2 Year,Yes,30115,124,247,1
Female,44,1,28,0,1-2 Year,Yes,36370,124,40,1
Male,25,1,28,0,< 1 Year,Yes,54989,152,74,1
Female,43,1,28,0,1-2 Year,Yes,41311,26,183,1
Male,24,1,14,0,< 1 Year,Yes,34931,152,222,1
Female,54,1,33,0,1-2 Year,Yes,28425,26,173,1
Female,54,1,28,0,1-2 Year,Yes,25312,26,268,1
Male,39,1,43,0,1-2 Year,Yes,27425,124,28,1
Female,36,1,46,0,1-2 Year,Yes,36814,26,213,1
Female,50,1,28,0,1-2 Year,Yes,45091,26,18,1
Female,49,1,28,0,1-2 Year,Yes,218552,26,64,1
Female,51,1,28,0,1-2 Year,Yes,30361,26,223,1
Male,54,1,28,0,1-2 Year,Yes,40947,124,228,1
Female,44,1,28,0,1-2 Year,Yes,51189,26,282,1
Female,35,1,8,0,1-2 Year,Yes,46620,124,277,1
Female,45,1,28,0,1-2 Year,Yes,68780,26,49,1
Male,48,1,28,0,1-2 Year,Yes,41206,124,222,1
Male,36,1,32,0,1-2 Year,Yes,31861,124,194,1
Male,32,1,42,0,1-2 Year,Yes,40731,154,58,1
Female,53,1,28,0,> 2 Years,Yes,45129,52,233,1
Female,55,1,30,0,< 1 Year,No,2630,1,72,1
Male,45,1,28,0,> 2 Years,Yes,55602,26,269,1
Female,43,1,41,0,1-2 Year,Yes,28256,12,23,1
Female,35,1,15,0,1-2 Year,Yes,29776,14,209,1
Male,41,1,28,0,1-2 Year,Yes,29958,26,70,1
Male,51,1,8,0,1-2 Year,Yes,2630,26,243,1
Female,25,1,9,0,< 1 Year,Yes,48951,152,233,1
Male,46,1,28,0,1-2 Year,Yes,32428,156,152,1
Male,58,1,28,0,> 2 Years,Yes,47441,124,163,1
Male,48,1,28,0,> 2 Years,Yes,36422,3,273,1
Male,39,1,39,0,1-2 Year,Yes,2630,124,37,1
Male,63,1,41,0,> 2 Years,Yes,33404,26,39,1
Male,62,1,12,0,1-2 Year,Yes,47642,26,158,1
Male,33,1,3,0,< 1 Year,Yes,2630,160,13,1
Female,23,1,15,0,< 1 Year,Yes,29984,152,100,1
Male,32,1,41,0,1-2 Year,Yes,26339,26,166,1
Male,60,1,12,0,1-2 Year,Yes,31643,26,101,1
Male,37,1,33,0,1-2 Year,Yes,42956,156,84,1
Female,47,1,8,0,1-2 Year,Yes,41267,157,215,1
Female,63,1,35,0,1-2 Year,Yes,48785,152,202,1
Female,37,1,28,0,1-2 Year,Yes,56821,124,32,1
Female,50,1,46,0,1-2 Year,Yes,29425,26,258,1
Male,44,1,28,0,1-2 Year,Yes,35561,124,71,1
Male,41,1,28,0,1-2 Year,Yes,36660,124,28,1
Male,62,1,46,0,1-2 Year,Yes,2630,11,21,1
Female,74,1,28,0,1-2 Year,Yes,34784,26,24,1
Male,30,1,41,0,1-2 Year,Yes,2630,157,12,1
Female,44,1,28,0,> 2 Years,Yes,2630,124,252,1
Male,55,1,29,0,1-2 Year,Yes,66811,163,271,1
Male,37,1,38,0,1-2 Year,Yes,2630,124,198,1
Male,58,1,28,0,1-2 Year,Yes,2630,156,203,1
Female,65,1,28,0,1-2 Year,Yes,100817,26,272,1
Male,37,1,18,0,1-2 Year,Yes,33083,30,158,1
Male,22,1,36,0,< 1 Year,Yes,2630,156,109,1
Female,27,1,13,0,< 1 Year,Yes,41628,152,185,1
Female,75,1,28,0,> 2 Years,Yes,29921,26,124,1
Female,35,1,41,0,1-2 Year,Yes,33079,26,208,1
Female,43,1,28,0,1-2 Year,Yes,56986,26,37,1
Male,64,1,29,0,1-2 Year,Yes,40249,26,213,1
Female,52,1,28,0,1-2 Year,Yes,57716,26,140,1
Female,29,1,28,0,< 1 Year,Yes,28188,124,11,1
Female,50,1,28,0,1-2 Year,Yes,37605,26,188,1
Male,37,1,15,0,1-2 Year,Yes,2630,124,270,1
Female,38,1,28,0,1-2 Year,Yes,38050,26,71,1
Male,29,1,30,0,< 1 Year,No,2630,1,34,1
Male,54,1,29,0,1-2 Year,Yes,37494,124,183,1
Female,36,1,40,0,1-2 Year,Yes,25530,26,182,1
Female,48,1,14,0,1-2 Year,Yes,38740,26,130,1
Male,68,1,35,0,1-2 Year,Yes,33304,26,220,1
Male,41,1,28,0,1-2 Year,Yes,30242,26,157,1
Male,37,1,28,0,1-2 Year,Yes,40138,124,189,1
Male,44,1,28,0,1-2 Year,Yes,28806,26,28,1
Male,51,1,11,0,1-2 Year,Yes,29927,26,158,1
Male,24,1,50,0,< 1 Year,Yes,34516,26,279,1
Female,40,1,28,0,1-2 Year,Yes,25847,26,140,1
Male,45,1,8,0,1-2 Year,Yes,29021,154,247,1
Male,37,1,28,1,1-2 Year,Yes,41732,26,18,1
Female,36,1,28,0,1-2 Year,Yes,59806,124,244,1
Male,34,1,28,0,1-2 Year,Yes,30668,26,147,1
Male,48,1,14,0,1-2 Year,Yes,37018,157,74,1
Female,72,1,35,0,1-2 Year,Yes,42636,10,103,1
Female,47,1,8,0,> 2 Years,Yes,63723,156,203,1
Male,47,1,50,0,1-2 Year,Yes,33558,30,105,1
Male,42,1,28,0,1-2 Year,Yes,29500,124,72,1
Male,53,1,47,0,> 2 Years,Yes,32278,26,181,1
Male,43,1,28,0,1-2 Year,Yes,2630,124,43,1
Male,27,1,15,0,< 1 Year,Yes,36811,152,70,1
Female,22,1,50,0,< 1 Year,Yes,40593,155,200,1
Male,49,1,28,0,1-2 Year,Yes,2630,124,211,1
Female,44,1,28,0,1-2 Year,Yes,43187,124,158,1
Male,46,1,28,0,1-2 Year,Yes,26245,26,57,1
Female,74,1,17,0,1-2 Year,Yes,2630,3,39,1
Male,53,1,28,0,1-2 Year,No,36659,26,70,1
Male,67,1,28,0,1-2 Year,Yes,43878,26,170,1
Male,39,1,32,0,1-2 Year,Yes,21153,154,284,1
Male,53,1,28,0,1-2 Year,Yes,2630,124,165,1
Female,51,1,46,0,1-2 Year,Yes,2630,124,269,1
Male,32,1,41,0,< 1 Year,No,32929,152,32,1
Male,32,1,28,0,1-2 Year,Yes,24060,156,75,1
Male,25,1,28,0,< 1 Year,Yes,51112,152,158,1
Male,51,1,38,0,1-2 Year,Yes,2630,124,208,1
Male,28,1,41,0,< 1 Year,Yes,23892,152,264,1
Male,38,1,46,0,1-2 Year,Yes,20077,26,143,1
Male,38,1,8,0,> 2 Years,Yes,42051,124,276,1
Male,23,1,36,0,< 1 Year,Yes,26192,152,186,1
Female,43,1,28,0,1-2 Year,Yes,35359,26,29,1
Male,27,1,29,0,< 1 Year,Yes,2630,156,188,1
Male,51,1,28,0,1-2 Year,Yes,2630,26,140,1
Male,40,1,29,0,1-2 Year,Yes,2630,124,47,1
Male,53,1,16,0,> 2 Years,Yes,19926,124,48,1
Male,60,1,28,0,> 2 Years,Yes,29509,124,34,1
Male,60,1,39,0,1-2 Year,Yes,40565,26,160,1
Male,20,1,11,0,1-2 Year,Yes,28329,124,249,1
Female,48,1,8,0,1-2 Year,Yes,2630,157,234,1
Female,37,1,11,0,1-2 Year,Yes,37064,124,256,1
Male,66,1,28,0,> 2 Years,Yes,43604,26,202,1
Male,23,1,45,0,< 1 Year,Yes,20793,151,154,1
Male,51,1,36,0,1-2 Year,Yes,2630,124,267,1
Male,37,1,28,0,1-2 Year,Yes,25558,124,213,1
Female,42,1,11,0,1-2 Year,Yes,38531,154,217,1
Male,30,1,28,0,1-2 Year,No,29452,154,39,1
Male,24,1,6,0,< 1 Year,Yes,23646,152,285,1
Male,48,1,30,0,1-2 Year,Yes,39210,26,267,1
Male,31,1,28,0,< 1 Year,Yes,20940,122,240,1
Male,41,1,28,0,1-2 Year,Yes,33638,26,184,1
Female,22,1,28,0,< 1 Year,Yes,34254,156,282,1
Male,37,1,28,0,1-2 Year,Yes,26982,124,27,1
Male,49,1,10,0,1-2 Year,Yes,34717,26,155,1
Female,42,1,28,0,1-2 Year,Yes,2630,26,52,1
Female,44,1,28,0,1-2 Year,Yes,46056,26,52,1
Male,39,1,11,0,1-2 Year,Yes,2630,124,256,1
Male,36,1,3,0,1-2 Year,Yes,2630,124,149,1
Male,38,1,28,0,1-2 Year,Yes,60446,26,217,1
Male,67,1,28,0,1-2 Year,Yes,37654,124,73,1
Male,34,1,10,0,1-2 Year,Yes,2630,152,277,1
Male,42,1,8,0,1-2 Year,No,34119,4,146,1
Male,67,1,28,0,1-2 Year,Yes,66611,24,271,1
Male,43,1,47,0,1-2 Year,Yes,2630,156,260,1
Female,63,1,28,0,> 2 Years,Yes,36057,122,72,1
Female,42,1,28,0,1-2 Year,Yes,34534,150,149,1
Male,55,1,50,0,1-2 Year,Yes,35335,30,23,1
Male,41,1,18,0,1-2 Year,Yes,34396,26,207,1
Male,54,1,41,0,1-2 Year,Yes,2630,120,117,1
Female,42,1,28,0,1-2 Year,Yes,26096,26,64,1
Female,46,1,46,0,1-2 Year,Yes,48605,26,187,1
Female,43,1,28,0,1-2 Year,Yes,48579,124,226,1
Male,38,1,8,0,1-2 Year,Yes,2630,156,266,1
Male,27,1,35,0,< 1 Year,Yes,33021,26,283,1
Male,67,1,28,0,> 2 Years,Yes,49294,26,81,1
Male,42,1,8,0,> 2 Years,Yes,68025,26,100,1
Male,43,1,28,0,1-2 Year,Yes,28888,124,89,1
Female,80,1,28,0,1-2 Year,Yes,42507,124,265,1
Male,55,1,50,0,1-2 Year,Yes,48525,124,186,1
Male,40,1,46,0,> 2 Years,Yes,42296,26,238,1
Male,39,1,29,0,1-2 Year,Yes,34582,124,124,1
Male,54,1,28,0,1-2 Year,Yes,68352,26,101,1
Male,39,1,11,0,1-2 Year,Yes,27539,26,174,1
Female,48,1,50,0,1-2 Year,Yes,25258,124,289,1
Female,49,1,13,0,1-2 Year,Yes,2630,26,260,1
Male,46,1,35,0,1-2 Year,Yes,24374,26,164,1
Female,80,1,29,0,1-2 Year,Yes,2630,26,51,1
Male,52,1,28,0,1-2 Year,Yes,40262,124,68,1
Female,47,1,27,0,1-2 Year,Yes,2630,26,222,1
Male,33,1,13,0,< 1 Year,Yes,28704,26,152,1
Male,34,1,46,0,1-2 Year,Yes,20928,157,188,1
Female,60,1,48,0,1-2 Year,Yes,2630,26,13,1
Male,43,1,28,0,1-2 Year,Yes,46344,26,43,1
Male,35,1,36,0,1-2 Year,Yes,24076,124,219,1
Female,43,1,19,0,1-2 Year,Yes,2630,124,30,1
Female,54,1,28,0,> 2 Years,Yes,2630,122,85,1
Female,25,1,28,0,< 1 Year,Yes,60157,152,37,1
Male,22,1,41,0,< 1 Year,Yes,26505,152,192,1
Male,56,1,28,0,1-2 Year,Yes,49508,26,77,1
Male,23,1,28,0,1-2 Year,Yes,52039,124,207,1
Female,48,1,28,0,1-2 Year,Yes,61444,124,85,1
Male,31,1,28,0,1-2 Year,Yes,2630,156,244,1
Female,57,1,41,0,1-2 Year,Yes,30639,26,68,1
Male,70,1,5,0,> 2 Years,Yes,2630,124,111,1
Female,32,1,28,0,1-2 Year,Yes,23828,26,252,1
Male,45,1,28,0,1-2 Year,Yes,32908,124,224,1
Male,22,1,39,0,< 1 Year,Yes,33174,152,14,1
Male,50,1,46,0,1-2 Year,Yes,36675,155,248,1
Male,50,1,8,0,1-2 Year,Yes,33683,26,215,1
Male,42,1,28,0,1-2 Year,Yes,50417,124,272,1
Male,25,1,30,0,< 1 Year,Yes,52451,152,256,1
Female,45,1,46,0,1-2 Year,Yes,30029,11,192,1
Male,47,1,33,0,> 2 Years,Yes,34199,122,214,1
Male,46,1,33,0,1-2 Year,Yes,2630,31,85,1
Female,23,1,30,0,< 1 Year,Yes,2630,152,78,1
Male,37,1,15,0,1-2 Year,Yes,37963,124,24,1
Female,39,1,8,0,1-2 Year,Yes,74248,26,272,1
Female,58,1,28,0,> 2 Years,Yes,78895,26,80,1
Female,52,1,28,0,1-2 Year,Yes,54553,26,19,1
Female,33,1,30,0,1-2 Year,Yes,2630,157,125,1
Male,59,1,28,0,1-2 Year,Yes,56542,26,250,1
Female,40,1,26,0,1-2 Year,Yes,32956,124,255,1
Female,24,1,50,0,< 1 Year,Yes,43691,26,107,1
Female,31,1,18,0,< 1 Year,Yes,41129,152,153,1
Male,47,1,14,0,1-2 Year,Yes,25798,26,235,1
Male,43,1,28,0,1-2 Year,Yes,40288,26,24,1
Male,46,1,7,0,1-2 Year,Yes,33652,26,278,1
Female,32,1,29,0,1-2 Year,Yes,26499,124,37,1
Male,47,1,7,0,1-2 Year,Yes,36207,124,142,1
Female,33,1,28,0,< 1 Year,Yes,39550,124,188,1
Male,22,1,28,0,< 1 Year,Yes,31759,156,186,1
Male,52,1,8,0,1-2 Year,Yes,55052,26,139,1
Male,22,1,45,0,< 1 Year,Yes,22034,152,155,1
Male,55,1,18,0,1-2 Year,Yes,2630,26,276,1
Male,70,1,28,0,1-2 Year,Yes,40082,26,37,1
Male,34,1,3,0,1-2 Year,Yes,2630,156,208,1
Male,31,1,28,0,< 1 Year,Yes,31401,152,133,1
Male,57,1,29,0,1-2 Year,Yes,41735,26,144,1
Male,45,1,50,0,1-2 Year,Yes,39732,26,116,1
Female,43,1,47,0,1-2 Year,Yes,39966,124,71,1
Female,40,1,28,0,1-2 Year,Yes,69856,156,172,1
Male,31,1,8,0,< 1 Year,No,36451,152,219,1
Female,45,1,7,0,1-2 Year,Yes,40632,155,75,1
Male,38,1,28,0,1-2 Year,Yes,81859,26,26,1
Male,38,1,28,0,1-2 Year,Yes,38397,124,157,1
Male,45,1,28,0,1-2 Year,Yes,40312,124,107,1
Male,39,1,24,0,1-2 Year,Yes,25987,154,184,1
Male,36,1,25,0,1-2 Year,Yes,2630,156,249,1
Female,60,1,28,0,1-2 Year,Yes,50367,122,169,1
Male,47,1,28,0,1-2 Year,Yes,38905,26,96,1
Male,24,1,28,0,< 1 Year,Yes,50922,152,88,1
Female,45,1,39,0,1-2 Year,Yes,26224,150,162,1
Male,52,1,18,0,1-2 Year,Yes,28468,26,123,1
Male,40,1,38,0,1-2 Year,Yes,40084,26,170,1
Female,47,1,49,0,1-2 Year,Yes,29160,124,201,1
Male,56,1,40,0,1-2 Year,Yes,2630,26,170,1
Male,52,1,29,0,1-2 Year,Yes,2630,157,255,1
Female,34,1,3,0,1-2 Year,Yes,29832,124,59,1
Male,24,1,49,0,< 1 Year,Yes,30972,152,214,1
Male,55,1,28,0,1-2 Year,Yes,43019,124,224,1
Female,25,1,6,0,< 1 Year,Yes,31549,152,204,1
Female,47,1,28,0,1-2 Year,Yes,27848,26,281,1
Male,45,1,11,0,> 2 Years,Yes,30264,26,226,1
Male,57,1,50,0,< 1 Year,Yes,42672,124,61,1
Male,32,1,28,0,1-2 Year,Yes,29193,124,46,1
Male,35,1,18,0,1-2 Year,Yes,33701,124,256,1
Female,26,1,29,0,< 1 Year,Yes,33486,26,247,1
Female,21,1,23,0,< 1 Year,Yes,32514,152,121,1
Male,50,1,41,0,1-2 Year,Yes,28743,12,152,1
Female,44,1,28,0,1-2 Year,Yes,40516,122,287,1
Female,59,1,11,0,1-2 Year,Yes,43021,26,286,1
Male,65,1,28,0,1-2 Year,Yes,57986,122,122,1
Male,57,1,11,0,1-2 Year,Yes,2630,124,60,1
Male,50,1,48,0,1-2 Year,Yes,2630,124,293,1
Female,50,1,28,0,1-2 Year,Yes,28827,26,243,1
Female,40,1,28,0,1-2 Year,Yes,38463,122,295,1
Female,35,1,11,0,1-2 Year,Yes,41724,124,164,1
Female,50,1,28,0,1-2 Year,Yes,43968,26,257,1
Male,37,1,28,0,1-2 Year,Yes,29675,124,248,1
